Ilosc unieszkodliwiona [kg],Ilosc zinwentaryzowana [kg],Nazwa Gminy,Pozostala do unieszkodliwienia [kg],TERYT
20358.80,1878805.50,Banie Mazurskie,1858446.70,281801
296367.00,1258793.11,Dubeninki,962426.11,281802
28996.00,2337370.64,Gołdap,2308374.64,281803
0.00,924113.00,Budry,924113.00,281901
0.00,750535.50,Pozezdrze,750535.50,281902
1148.40,2468158.43,Węgorzewo,2467010.03,281903
37772.33,223388.82,Elbląg,185616.49,286101
604760.27,1443826.36,Olsztyn,839066.09,286201
104370.00,1085057.93,Chodzież,980687.93,300101
129588.00,3117961.00,Budzyń,2988373.00,300102
51011.00,1978316.72,Chodzież,1927305.72,300103
13849.00,4871994.00,Margonin,4858145.00,300104
48070.00,1634610.93,Szamocin,1586540.93,300105
67498.11,146980.90,Czarnków,79482.79,300201
250595.61,2137535.10,Czarnków,1886939.49,300202
97284.00,963931.79,Drawsko,866647.79,300203
129135.21,474990.81,Krzyż Wielkopolski,345855.60,300204
88649.00,2602354.59,Lubasz,2513705.59,300205
6732.00,76703.00,Połajewo,69971.00,300206
5680.00,78996.18,Trzcianka,73316.18,300207
181017.50,1859244.05,Wieleń,1678226.55,300208
283209.44,703199.03,Gniezno,419989.59,300301
108654.00,2407444.62,Czerniejewo,2298790.62,300302
181400.00,2927389.40,Gniezno,2745989.40,300303
303756.47,2690176.06,Kiszkowo,2386419.59,300304
87634.77,4027416.66,Kłecko,3939781.89,300305
266680.00,2365265.63,Łubowo,2098585.63,300306
130430.04,1582325.80,Mieleszyn,1451895.76,300307
0.00,1814655.80,Niechanowo,1814655.80,300308
20710.00,3247156.59,Trzemeszno,3226446.59,300309
1793161.25,4710175.04,Witkowo,2917013.79,300310
150623.00,3619946.00,Borek Wielkopolski,3469323.00,300401
216401.60,4664943.40,Gostyń,4448541.80,300402
720384.80,4389209.30,Krobia,3668824.50,300403
132919.00,2453309.60,Pępowo,2320390.60,300404
213881.00,2560520.50,Piaski,2346639.50,300405
989131.00,3684945.00,Pogorzela,2695814.00,300406
156933.00,3344086.00,Poniec,3187153.00,300407
7029.00,1470791.80,Granowo,1463762.80,300501
0.00,559162.67,Grodzisk Wielkopolski,559162.67,300502
10098.00,1755922.74,Kamieniec,1745824.74,300503
0.00,995537.78,Rakoniewice,995537.78,300504
5324.00,1566892.80,Wielichowo,1561568.80,300505
16230.60,3435762.60,Jaraczewo,3419532.00,300601
89212.30,2621604.05,Jarocin,2532391.75,300602
320899.00,2262826.05,Kotlin,1941927.05,300603
0.00,3233438.46,Żerków,3233438.46,300604
995249.04,4937733.04,Blizanów,3942484.00,300701
108881.50,2593990.94,Brzeziny,2485109.44,300702
0.00,6600.00,Ceków-Kolonia,6600.00,300703
1346021.49,3102908.49,Godziesze Wielkie,1756887.00,300704
674320.00,2332372.00,Koźminek,1658052.00,300705
0.00,2113562.00,Lisków,2113562.00,300706
278.00,3114750.00,Mycielin,3114472.00,300707
13604.00,3413425.00,Opatówek,3399821.00,300708
1.00,1442849.00,Stawiszyn,1442848.00,300709
138266.00,2246185.00,Szczytniki,2107919.00,300710
91052.00,2942456.00,Żelazków,2851404.00,300711
1925.00,427630.43,Baranów,425705.43,300801
132152.00,382727.50,Bralin,250575.50,300802
213206.00,859337.00,Kępno,646131.00,300803
5992.00,1646749.19,Łęka Opatowska,1640757.19,300804
216346.00,1016284.95,Perzów,799938.95,300805
91220.00,204079.00,Rychtal,112859.00,300806
51180.00,874517.66,Trzcinica,823337.66,300807
71555.00,3520905.60,Koło,3449350.60,300901
32249.50,3470794.50,Babiak,3438545.00,300902
6710.00,1930732.00,Chodów,1924022.00,300903
1815.00,3756137.33,Dąbie,3754322.33,300904
2528009.00,5482039.00,Grzegorzew,2954030.00,300905
16685.24,4143916.48,Kłodawa,4127231.24,300906
1265.00,3595438.00,Koło,3594173.00,300907
908919.00,3638151.00,Kościelec,2729232.00,300908
840.00,2295176.00,Olszówka,2294336.00,300909
1760.00,2703341.00,Osiek Mały,2701581.00,300910
5890.00,2133858.15,Przedecz,2127968.15,300911
200506.00,2678949.00,Golina,2478443.00,301001
81883.00,2868482.00,Grodziec,2786599.00,301002
407409.02,2339998.02,Kazimierz Biskupi,1932589.00,301003
231150.00,5449856.50,Kleczew,5218706.50,301004
0.00,4955192.00,Kramsk,4955192.00,301005
276412.00,2409774.00,Krzymów,2133362.00,301006
313429.00,6876148.80,Rychwał,6562719.80,301007
104019.00,2975316.00,Rzgów,2871297.00,301008
6.00,2551984.00,Skulsk,2551978.00,301009
157673.60,3104924.50,Sompolno,2947250.90,301010
88605.00,3139605.81,Stare Miasto,3051000.81,301011
408.00,2394613.00,Ślesin,2394205.00,301012
353193.00,5111342.00,Wierzbinek,4758149.00,301013
59224.00,2536501.00,Wilczyn,2477277.00,301014
81169.00,1821416.08,Kościan,1740247.08,301101
2750.00,2124073.50,Czempiń,2121323.50,301102
46826.00,513332.08,Kościan,466506.08,301103
0.00,1709124.51,Krzywiń,1709124.51,301104
89335.50,2274130.32,Śmigiel,2184794.82,301105
14245.00,439798.62,Sulmierzyce,425553.62,301201
167207.10,3124237.70,Kobylin,2957030.60,301202
25519.00,4827129.00,Koźmin Wielkopolski,4801610.00,301203
176921.25,3708436.78,Krotoszyn,3531515.53,301204
18791.00,3721100.00,Rozdrażew,3702309.00,301205
0.00,469734.00,Zduny,469734.00,301206
171975.32,2757485.90,Krzemieniewo,2585510.58,301301
110179.72,1563642.72,Lipno,1453463.00,301302
1900.00,1021833.00,Osieczna,1019933.00,301303
30.00,2263162.51,Rydzyna,2263132.51,301304
24656.00,999138.70,Święciechowa,974482.70,301305
136333.20,1102540.20,Wijewo,966207.00,301306
4400.00,789284.00,Włoszakowice,784884.00,301307
126501.00,2060306.85,Chrzypsko Wielkie,1933805.85,301401
127495.59,2641103.30,Kwilcz,2513607.71,301402
74673.00,3198563.80,Międzychód,3123890.80,301403
0.00,2750549.00,Sieraków,2750549.00,301404
2222.00,1381467.83,Kuślin,1379245.83,301501
5379.00,2828283.50,Lwówek,2822904.50,301502
10170.00,249291.41,Miedzichowo,239121.41,301503
28788.00,1266823.00,Nowy Tomyśl,1238035.00,301504
151345.78,3127513.03,Opalenica,2976167.25,301505
5558.08,1254500.10,Zbąszyń,1248942.02,301506
41718.60,3865237.02,Oborniki,3823518.42,301601
0.00,2114310.12,Rogoźno,2114310.12,301602
290106.69,2534675.43,Ryczywół,2244568.74,301603
422294.80,40398272.29,Ostrów Wielkopolski,39975977.49,301701
566960.52,4265083.47,Nowe Skalmierzyce,3698122.95,301702
2381710.00,5871306.03,Odolanów,3489596.03,301703
215892.00,4388098.00,Ostrów Wielkopolski,4172206.00,301704
243001.00,988269.29,Przygodzice,745268.29,301705
279616.00,6297000.00,Raszków,6017384.00,301706
0.00,1253910.70,Sieroszewice,1253910.70,301707
115442.00,383474.50,Sośnie,268032.50,301708
0.00,1822087.00,Czajków,1822087.00,301801
103297.07,1106021.42,Doruchów,1002724.35,301802
24818.24,3840837.80,Grabów nad Prosną,3816019.56,301803
0.00,63960.00,Kobyla Góra,63960.00,301804
77124.00,2723562.00,Mikstat,2646438.00,301806
5801.00,2671058.00,Ostrzeszów,2665257.00,301807
277874.10,1554260.78,Piła,1276386.68,301901
29766.00,1426784.30,Białośliwie,1397018.30,301902
39633.88,657971.25,Kaczory,618337.37,301903
5610.00,6479014.68,Łobżenica,6473404.68,301904
8501.00,801542.50,Miasteczko Krajeńskie,793041.50,301905
8780.20,1433050.61,Szydłowo,1424270.41,301906
61102.50,1509476.50,Ujście,1448374.00,301907
70601.00,2203494.30,Wyrzysk,2132893.30,301908
1652032.68,4697776.61,Wysoka,3045743.93,301909
39922.60,705949.31,Chocz,666026.71,302001
102573.21,2091596.17,Czermin,1989022.96,302002
169036.88,2157557.00,Dobrzyca,1988520.12,302003
151272.50,1621682.10,Gizałki,1470409.60,302004
229736.00,5939128.10,Gołuchów,5709392.10,302005
269275.00,4139285.37,Pleszew,3870010.37,302006
191759.40,523519.40,Luboń,331760.00,302101
25694.50,28843.50,Puszczykowo,3149.00,302102
83732.00,1115452.06,Buk,1031720.06,302103
128620.00,1066146.46,Czerwonak,937526.46,302104
158869.00,983201.07,Dopiewo,824332.07,302105
369119.03,2177946.82,Kleszczewo,1808827.79,302106
27430.10,1001294.76,Komorniki,973864.66,302107
122942.00,2911596.86,Kostrzyn,2788654.86,302108
174459.60,2832187.94,Kórnik,2657728.34,302109
259345.00,3214420.75,Mosina,2955075.75,302110
218721.40,3130976.63,Murowana Goślina,2912255.23,302111
375635.00,3584276.00,Pobiedziska,3208641.00,302112
602234.00,1306274.00,Rokietnica,704040.00,302113
513366.50,3060394.10,Stęszew,2547027.60,302114
87693.00,1196643.00,Suchy Las,1108950.00,302115
147207.00,1770095.24,Swarzędz,1622888.24,302116
474944.00,2125216.00,Tarnowo Podgórne,1650272.00,302117
29860.00,980014.49,Bojanowo,950154.49,302201
0.00,693.00,Jutrosin,693.00,302202
18890.03,793264.92,Miejska Górka,774374.89,302203
37961.00,1392896.34,Pakosław,1354935.34,302204
175819.60,813130.01,Rawicz,637310.41,302205
13702.00,1410706.00,Słupca,1397004.00,302301
84043.81,3909041.81,Lądek,3824998.00,302302
267248.00,3704920.15,Orchowo,3437672.15,302303
232266.02,3050695.75,Ostrowite,2818429.73,302304
10681.00,982218.00,Powidz,971537.00,302305
592112.00,8003630.00,Słupca,7411518.00,302306
270934.00,1967481.60,Strzałkowo,1696547.60,302307
148404.92,4396162.51,Zagórów,4247757.59,302308
0.00,10316.35,Obrzycko,10316.35,302401
7755.00,3781554.80,Duszniki,3773799.80,302402
69791.81,2232237.99,Kaźmierz,2162446.18,302403
26796.00,1531988.17,Ostroróg,1505192.17,302405
50528.24,4193764.09,Pniewy,4143235.85,302406
194423.35,4657887.97,Szamotuły,4463464.62,302407
55484.97,4407075.86,Wronki,4351590.89,302408
69986.00,1168174.06,Dominowo,1098188.06,302501
39140.00,584553.64,Krzykosy,545413.64,302502
124312.00,1668389.50,Nowe Miasto nad Wartą,1544077.50,302503
210705.00,3628311.41,Środa Wielkopolska,3417606.41,302504
159042.00,2243690.00,Zaniemyśl,2084648.00,302505
177474.00,901889.60,Brodnica,724415.60,302601
101967.00,1922039.00,Dolsk,1820072.00,302602
161715.00,5323443.00,Książ Wielkopolski,5161728.00,302603
426583.36,3696349.59,Śrem,3269766.23,302604
2237319.00,10820889.93,Turek,8583570.93,302701
90821.18,4559389.18,Brudzew,4468568.00,302702
191767.00,1270527.00,Dobra,1078760.00,302703
160944.00,3917294.04,Kawęczyn,3756350.04,302704
194108.00,2464512.00,Malanów,2270404.00,302705
48910.00,1984848.25,Przykona,1935938.25,302706
248538.20,1017442.20,Tuliszków,768904.00,302707
295408.00,1571829.00,Turek,1276421.00,302708
164253.10,1959076.85,Władysławów,1794823.75,302709
64259.25,1629669.19,Wągrowiec,1565409.94,302801
28699.00,3743604.56,Damasławek,3714905.56,302802
4326.00,4517207.70,Gołańcz,4512881.70,302803
22492.25,2112756.35,Mieścisko,2090264.10,302804
186755.80,1919591.80,Skoki,1732836.00,302805
53634.00,1011815.10,Wapno,958181.10,302806
126407.80,4691966.28,Wągrowiec,4565558.48,302807
264399.39,2675646.02,Przemęt,2411246.63,302901
466447.04,4759250.54,Siedlec,4292803.50,302902
417864.63,3736537.80,Wolsztyn,3318673.17,302903
447161.00,4724646.00,Kołaczkowo,4277485.00,303001
139117.88,1845036.29,Miłosław,1705918.41,303002
0.00,1086064.46,Nekla,1086064.46,303003
137142.60,2839001.50,Pyzdry,2701858.90,303004
380691.52,5619595.49,Września,5238903.97,303005
114001.31,406299.34,Złotów,292298.03,303101
6738.98,1184233.98,Jastrowie,1177495.00,303102
160655.75,2119156.98,Krajenka,1958501.23,303103
125728.00,2092337.00,Lipka,1966609.00,303104
44796.00,1287261.65,Okonek,1242465.65,303105
7090.00,766694.60,Tarnówka,759604.60,303106
91834.50,2273971.75,Zakrzewo,2182137.25,303107
735332.10,3940955.11,Złotów,3205623.01,303108
251125.25,1734779.08,Kalisz,1483653.83,306101
542096.39,12230001.76,Konin,11687905.37,306201
241515.00,823204.86,Leszno,581689.86,306301
330435.96,4943480.85,Poznań,4613044.89,306401
49622.02,206451.84,Białogard,156829.82,320101
178347.62,462214.94,Białogard,283867.32,320102
180202.31,1626833.63,Karlino,1446631.32,320103
110216.50,1809086.85,Tychowo,1698870.35,320104
257010.38,1576827.38,Bierzwnik,1319817.00,320201
155105.80,2213229.06,Choszczno,2058123.26,320202
26274.60,311938.00,Drawno,285663.40,320203
7020.00,1205816.70,Krzęcin,1198796.70,320204
297847.48,2441684.41,Pełczyce,2143836.93,320205
100735.03,654285.61,Recz,553550.58,320206
164652.60,891802.02,Czaplinek,727149.42,320301
27031482.52,28124024.50,Drawsko Pomorskie,1092541.98,320302
44842.00,968247.96,Kalisz Pomorski,923405.96,320303
0.00,588424.30,Ostrowice,588424.30,320304
92471.00,874328.30,Wierzchowo,781857.30,320305
97029.00,1144400.40,Złocieniec,1047371.40,320306
385363.09,2147073.26,Goleniów,1761710.17,320402
0.00,1597359.13,Maszewo,1597359.13,320403
20717.00,398105.00,Nowogard,377388.00,320404
0.00,1013953.20,Osina,1013953.20,320405
65349.00,505617.30,Przybiernów,440268.30,320406
336123.12,620416.36,Stepnica,284293.24,320407
42614.40,822277.90,Brojce,779663.50,320501
8565.10,2326742.10,Gryfice,2318177.00,320502
104729.57,1031094.73,Karnice,926365.16,320503
1320.00,1654400.00,Płoty,1653080.00,320504
343460.00,355758.00,Rewal,12298.00,320507
94985.00,1730013.48,Trzebiatów,1635028.48,320508
2310.00,902695.20,Banie,900385.20,320601
0.00,372863.92,Cedynia,372863.92,320602
0.00,7098.45,Chojna,7098.45,320603
92375.00,1359857.80,Gryfino,1267482.80,320604
0.00,374264.00,Mieszkowice,374264.00,320605
51901.03,1190103.79,Moryń,1138202.76,320606
16280.00,298718.31,Stare Czarnowo,282438.31,320607
9042.00,598136.00,Trzcińsko-Zdrój,589094.00,320608
0.00,101795.85,Widuchowa,101795.85,320609
2099.00,27431.00,Dziwnów,25332.00,320701
267997.40,1073748.90,Golczewo,805751.50,320702
393331.40,1650516.70,Kamień Pomorski,1257185.30,320703
80882.00,178602.46,Międzyzdroje,97720.46,320704
184623.58,1292701.58,Świerzno,1108078.00,320705
346705.10,1587362.03,Wolin,1240656.93,320706
1730.00,850123.00,Kołobrzeg,848393.00,320801
46669.26,772677.75,Dygowo,726008.49,320802
563038.70,1420629.28,Gościno,857590.58,320803
6566.00,1078605.00,Kołobrzeg,1072039.00,320804
57171.00,688053.00,Rymań,630882.00,320805
22.00,726781.00,Siemyśl,726759.00,320806
9278.50,430608.12,Ustronie Morskie,421329.62,320807
184257.00,2629343.00,Będzino,2445086.00,320901
363826.29,1717585.51,Biesiekierz,1353759.22,320902
244133.00,1319668.00,Bobolice,1075535.00,320903
227958.50,967306.00,Manowo,739347.50,320904
160436.00,635194.24,Mielno,474758.24,320905
1704473.36,4013797.36,Polanów,2309324.00,320906
3190.00,1534049.00,Sianów,1530859.00,320907
146016.00,1814950.64,Świeszyno,1668934.64,320908
21924.13,1362841.42,Barlinek,1340917.29,321001
386137.06,697111.11,Boleszkowice,310974.05,321002
243653.41,1791214.70,Dębno,1547561.29,321003
320815.08,1835909.92,Myślibórz,1515094.84,321004
49665.00,686178.00,Nowogródek Pomorski,636513.00,321005
171199.20,799625.22,Dobra (Szczecińska),628426.02,321101
152910.00,1569359.00,Kołbaskowo,1416449.00,321102
73433.00,159915.00,Nowe Warpno,86482.00,321103
81360.00,1366149.00,Police,1284789.00,321104
135532.97,1202448.83,Bielice,1066915.86,321201
125873.00,831856.00,Kozielice,705983.00,321202
16057.14,756044.68,Lipiany,739987.54,321203
95711.00,745471.00,Przelewice,649760.00,321204
268774.00,1538361.22,Pyrzyce,1269587.22,321205
0.00,749679.00,Warnice,749679.00,321206
412.50,344903.90,Darłowo,344491.40,321301
8299.42,419475.32,Sławno,411175.90,321302
3641.00,2555063.10,Darłowo,2551422.10,321303
3091.00,994824.10,Malechowo,991733.10,321304
104562.00,774598.22,Postomino,670036.22,321305
0.00,2739220.32,Sławno,2739220.32,321306
13708.00,273334.02,Stargard,259626.02,321401
145188.18,1015104.21,Chociwel,869916.03,321402
104217.85,784832.95,Dobrzany,680615.10,321403
1160.00,280404.00,Dolice,279244.00,321404
0.00,499778.44,Ińsko,499778.44,321405
246924.00,1303614.25,Kobylanka,1056690.25,321406
0.00,227401.00,Marianowo,227401.00,321408
0.00,546322.00,Stara Dąbrowa,546322.00,321409
204675.38,1381468.38,Stargard,1176793.00,321410
102517.00,757077.50,Suchań,654560.50,321411
4161.00,45577.55,Szczecinek,41416.55,321501
59235.00,2024358.40,Barwice,1965123.40,321502
124927.00,928482.20,Biały Bór,803555.20,321503
258867.29,832499.15,Borne Sulinowo,573631.86,321504
0.00,1243235.25,Grzmiąca,1243235.25,321505
104485.00,265345.70,Szczecinek,160860.70,321506
11880.00,68884.20,Świdwin,57004.20,321601
136067.69,862156.79,Brzeżno,726089.10,321602
11561.00,1435126.00,Połczyn-Zdrój,1423565.00,321603
0.00,864671.65,Rąbino,864671.65,321604
0.00,481991.40,Sławoborze,481991.40,321605
71885.00,1406092.20,Świdwin,1334207.20,321606
29723.40,86156.50,Wałcz,56433.10,321701
106787.36,200924.26,Człopa,94136.90,321702
26392.00,381791.90,Mirosławiec,355399.90,321703
114510.40,962850.31,Tuczno,848339.91,321704
128766.00,3929153.00,Wałcz,3800387.00,321705
121016.50,971052.50,Dobra,850036.00,321801
149653.76,2549319.77,Łobez,2399666.01,321802
547.14,662363.14,Radowo Małe,661816.00,321803
19704.40,2453002.08,Resko,2433297.68,321804
125705.58,941915.05,Węgorzyno,816209.47,321805
193851.91,583545.66,Koszalin,389693.75,326101
1626434.44,2179486.64,Szczecin,553052.20,326201
129478.00,1321171.75,Świnoujście,1191693.75,326301
,,,,
